# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
N-acetylglucosamine degradation I|GLUAMCAT-PWY|N-acetylglucosamine degradation|N-Acetylglucosamine-Degradation|0.60448515|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUAMCAT-PWY
L-isoleucine biosynthesis I (from threonine)|ILEUSYN-PWY|L-isoleucine Biosynthesis|ISOLEUCINE-SYN|0.6059426|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ILEUSYN-PWY
pyruvate fermentation to ethanol II|PWY-5486|pyruvate fermentation to ethanol|Pyruvate-Ethanol-Fermentation|0.60595405|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5486
NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)|PWY-7268|||0.60864335|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7268
pyrimidine deoxyribonucleotides de novo biosynthesis I|PWY-7184|Pyrimidine Deoxyribonucleotides De Novo Biosynthesis|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn|0.6208461|1.4444444|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7184
aerobic respiration I (cytochrome c)|PWY-3781|||0.6239328|10.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-3781
aerobic respiration II (cytochrome c) (yeast)|PWY-7279|||0.6296342|6.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7279
D-gluconate degradation|GLUCONSUPER-PWY|||0.64392376|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUCONSUPER-PWY
phosphatidylinositol biosynthesis II (eukaryotes)|PWY-7625|||0.64392376|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7625
L-glutamate biosynthesis II|GLUTAMATE-SYN2-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|0.64392376|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMATE-SYN2-PWY
L-arginine degradation VI (arginase 2 pathway)|ARG-PRO-PWY|L-arginine Degradation|ARGININE-DEG|0.64411795|0.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ARG-PRO-PWY
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate|PWY-6613|||0.6588907|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6613
heme b biosynthesis I (aerobic)|HEME-BIOSYNTHESIS-II|Heme b Biosynthesis|Heme-b-Biosynthesis|0.6592225|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HEME-BIOSYNTHESIS-II
monoacylglycerol metabolism (yeast)|PWY-7420|||0.66|0.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7420
UDP-N-acetyl-D-glucosamine biosynthesis II|UDPNACETYLGALSYN-PWY|UDP-N-acetyl-D-glucosamine Biosynthesis|UDP-NAc-Glucosamine-Biosynthesis|0.67479295|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=UDPNACETYLGALSYN-PWY
ergosterol biosynthesis I|PWY-6075|Ergosterol Biosynthesis|Ergosterol-Biosynthesis|0.70400006|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6075
lipoate salvage I|PWY0-522|Lipoate Biosynthesis|Lipoate-Biosynthesis|0.7056622|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-522
L-phenylalanine biosynthesis I|PHESYN|L-phenylalanine Biosynthesis|PHENYLALANINE-SYN|0.70654005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PHESYN
pyridoxal 5'-phosphate salvage I|PLPSAL-PWY|Vitamin B6 Biosynthesis|Vitamin-B6-Biosynthesis|0.70908993|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PLPSAL-PWY
chitin degradation to ethanol|PWY-7118|||0.70978856|1.8333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7118
base-degraded thiamine salvage|PWY-6899|||0.715|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6899
adenosine deoxyribonucleotides de novo biosynthesis|PWY-7227|Adenosine Deoxyribonucleotides De Novo Biosynthesis|Adenosine-Deoxy-Denovo-Bbiosynthesis|0.74510074|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7227
guanosine deoxyribonucleotides de novo biosynthesis I|PWY-7226|Guanosine Deoxyribonucleotides De Novo Biosynthesis|Guanosine-Deoxy-Denovo-Biosynthesis|0.74510074|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7226
glycerol-3-phosphate shuttle|PWY-6118|||0.74510074|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6118
trehalose degradation II (trehalase)|PWY0-1182|Trehalose Degradation|Trehalose-Degradation|0.76156914|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1182
methylglyoxal degradation I|PWY-5386|Methylglyoxal Detoxification|Methylglyoxal-Detoxification|0.77|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5386
triacylglycerol degradation|LIPAS-PWY|||0.77|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=LIPAS-PWY
L-phenylalanine degradation III|PWY-5079|L-phenylalanine Degradation|PHENYLALANINE-DEG|0.77597|1.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5079
2-oxoglutarate decarboxylation to succinyl-CoA|PWY-5084|||0.78470844|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5084
dolichol and dolichyl phosphate biosynthesis|PWY-6129|||0.7975|1.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6129
L-arginine biosynthesis II (acetyl cycle)|ARGSYNBSUB-PWY|L-arginine Biosynthesis|ARGININE-SYN|0.7985328|1.2222222|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=ARGSYNBSUB-PWY
5-aminoimidazole ribonucleotide biosynthesis I|PWY-6121|5-Aminoimidazole Ribonucleotide Biosynthesis|AIR-Biosynthesis|0.80580693|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6121
pyrimidine deoxyribonucleotide phosphorylation|PWY-7197|||0.8227751|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7197
2-oxoisovalerate decarboxylation to isobutanoyl-CoA|PWY-5046|||0.8258674|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5046
superoxide radicals degradation|DETOX1-PWY|Reactive Oxygen Species Degradation|REACTIVE-OXYGEN-SPECIES-DEGRADATION|0.8462777|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=DETOX1-PWY
D-serine degradation|PWY0-1535|||0.8462777|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1535
trehalose degradation VI (periplasmic)|PWY0-1466|Trehalose Degradation|Trehalose-Degradation|0.8462777|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1466
L-asparagine biosynthesis II|ASPARAGINESYN-PWY|L-asparagine Biosynthesis|ASPARAGINE-SYN|0.8462777|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINESYN-PWY
glutathione-glutaredoxin redox reactions|GLUT-REDOX-PWY|||0.8462777|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUT-REDOX-PWY
UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)|PWY-7346|||0.8462777|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7346
L-cysteine biosynthesis III (from L-homocysteine)|HOMOCYSDEGR-PWY|L-cysteine Biosynthesis|CYSTEINE-SYN|0.8462777|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOCYSDEGR-PWY
tetrapyrrole biosynthesis II (from glycine)|PWY-5189|Tetrapyrrole Biosynthesis|Tetrapyrrole-Biosynthesis|0.8462777|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5189
L-glutamate degradation IX (via 4-aminobutanoate)|PWY0-1305|L-glutamate Degradation|GLUTAMATE-DEG|0.8462777|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1305
glycine biosynthesis IV|GLYSYN-THR-PWY|Glycine Biosynthesis|GLYCINE-SYN|0.8462777|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYSYN-THR-PWY
putrescine biosynthesis III|PWY-46|Putrescine Biosynthesis|Putrescine-Biosynthesis|0.8462777|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-46
L-glutamate biosynthesis I|GLUTSYN-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|0.8462777|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTSYN-PWY
pyrimidine deoxyribonucleotides biosynthesis from CTP|PWY-7210|||0.8520363|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7210
siroheme biosynthesis|PWY-5194|||0.8637663|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5194
thiamine salvage IV (yeast)|PWY-7356|||0.86924887|0.85714287|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7356
gamma-linolenate biosynthesis II (animals)|PWY-6000|gamma-Linolenate Biosynthesis|Gamma-linolenate-Biosynthesis|0.88000005|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6000
UMP biosynthesis I|PWY-5686|UMP Biosynthesis|UMP-Biosynthesis|0.88242275|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5686
L-homoserine biosynthesis|HOMOSERSYN-PWY|||0.90100247|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSERSYN-PWY
glycine cleavage|GLYCLEAV-PWY|Glycine Degradation|GLYCINE-DEG|0.91961104|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCLEAV-PWY
pyruvate decarboxylation to acetyl CoA|PYRUVDEHYD-PWY|||0.91961104|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRUVDEHYD-PWY
phytol degradation|PWY66-389|||0.92499995|2.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-389
UTP and CTP dephosphorylation II|PWY-7177|UTP and CTP Dephosphorylation|UTP-CTP-Dephosphorylation|0.92549306|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7177
L-tryptophan biosynthesis|TRPSYN-PWY|L-tryptophan Biosynthesis|TRYPTOPHAN-BIOSYNTHESIS|0.929208|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TRPSYN-PWY
cardiolipin biosynthesis II|PWY-5269|Cardiolipin Biosynthesis|Cardiolipin-Biosynthesis|0.9633644|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5269
L-leucine biosynthesis|LEUSYN-PWY|L-leucine Biosynthesis|LEUCINE-SYN|0.97277606|0.8333333|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LEUSYN-PWY
L-tyrosine degradation III|PWY3O-4108|L-tyrosine Degradation|TYROSINE-DEG|0.98101485|1.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-4108
UTP and CTP dephosphorylation I|PWY-7185|UTP and CTP Dephosphorylation|UTP-CTP-Dephosphorylation|0.98855144|1.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7185
pentose phosphate pathway (oxidative branch) I|OXIDATIVEPENT-PWY|Pentose Phosphate Pathways|Pentose-Phosphate-Cycle|0.98965675|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=OXIDATIVEPENT-PWY
L-glutamate biosynthesis IV|GLUGLNSYN-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUGLNSYN-PWY
biotin biosynthesis from 8-amino-7-oxononanoate I|PWY0-1507|Biotin Biosynthesis|BIOTIN-SYN|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1507
tRNA methylation (yeast)|PWY-6829|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6829
very long chain fatty acid biosynthesis II|PWY-7036|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7036
very long chain fatty acid biosynthesis I|PWY-5080|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5080
pyridoxal 5'-phosphate biosynthesis II|PWY-6466|Vitamin B6 Biosynthesis|Vitamin-B6-Biosynthesis|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6466
L-homocysteine biosynthesis|PWY-5344|||1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5344
UTP and CTP de novo biosynthesis|PWY-7176|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7176
L-cysteine degradation II|LCYSDEG-PWY|L-cysteine Degradation|CYSTEINE-DEG|1.0|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LCYSDEG-PWY
formaldehyde oxidation II (glutathione-dependent)|PWY-1801|Formaldehyde Oxidation|Formaldehyde-Oxidation|1.0|0.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1801
folate polyglutamylation|PWY-2161|||1.0|1.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2161
adenine and adenosine salvage VI|PWY-6619|Adenine and Adenosine Salvage|Adenine-Adenosine-Salvage|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6619
thiosulfate disproportionation IV (rhodanese)|PWY-5350|Thiosulfate Disproportionation|Thiosulfate-Disproportionation|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5350
L-histidine biosynthesis|HISTSYN-PWY|L-histidine Biosynthesis|HISTIDINE-SYN|1.0|0.9|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=HISTSYN-PWY
hexaprenyl diphosphate biosynthesis|HEXPPSYN-PWY|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HEXPPSYN-PWY
phosphate acquisition|PWY-6348|||1.0|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6348
CMP phosphorylation|PWY-7205|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7205
L-asparagine biosynthesis I|ASPARAGINE-BIOSYNTHESIS|L-asparagine Biosynthesis|ASPARAGINE-SYN|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINE-BIOSYNTHESIS
NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|PWY-7269|||1.0|1.8|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7269
ceramide de novo biosynthesis|PWY3DJ-12|||1.0|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3DJ-12
homocysteine and cysteine interconversion|PWY-801|L-cysteine Biosynthesis|CYSTEINE-SYN|1.0|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-801
tetrahydrofolate biosynthesis|PWY-6614|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6614
L-serine biosynthesis|SERSYN-PWY|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SERSYN-PWY
phospholipid remodeling (phosphatidylethanolamine, yeast)|PWY-7409|Phosphatidylethanolamine Biosynthesis|PhosphatidylethanolamineBiosynthesis|1.0|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7409
L-leucine degradation III|PWY-5076|L-leucine Degradation|LEUCINE-DEG|1.0|2.3333333|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5076
glycerol degradation I|PWY-4261|Glycerol Degradation|GLYCEROL-DEG|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4261
diacylglycerol and triacylglycerol biosynthesis|TRIGLSYN-PWY|||1.0|1.2857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TRIGLSYN-PWY
L-valine biosynthesis|VALSYN-PWY|L-valine Biosynthesis|VALINE-BIOSYNTHESIS|1.0|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=VALSYN-PWY
pyrimidine ribonucleosides salvage II|PWY-6556|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6556
glycogen biosynthesis II (from UDP-D-Glucose)|PWY-5067|Glycogen and Starch Biosynthesis|GLYCOGEN-BIOSYN|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5067
hypusine biosynthesis|PWY-5905|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5905
diphthamide biosynthesis (eukaryotes)|PWY-7546|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7546
pyrimidine ribonucleosides salvage III|PWY-7195|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7195
phosphopantothenate biosynthesis I|PANTO-PWY|Phosphopantothenate Biosynthesis|Pantothenate-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PANTO-PWY
phosphatidylethanolamine biosynthesis I|PWY-5669|Phosphatidylethanolamine Biosynthesis|PhosphatidylethanolamineBiosynthesis|1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5669
3-dehydroquinate biosynthesis I|PWY-6164|3-Dehydroquinate Biosynthesis|3-Dehydroquinate-Biosynthesis|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6164
chorismate biosynthesis from 3-dehydroquinate|PWY-6163|Chorismate Biosynthesis|Chorismate-Biosynthesis|1.0|0.8333333|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6163
phospholipid remodeling (phosphatidate, yeast)|PWY-7417|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7417
palmitate biosynthesis I (animals and fungi)|PWY-5994|Palmitate Biosynthesis|Palmitate-Biosynthesis|1.0|1.967742|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5994
4-aminobutanoate degradation III|PWY-6536|4-Aminobutanoate Degradation|4-Aminobutyraye-Degradation|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6536
NADH repair|PWY-6938|||1.0|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6938
mevalonate pathway I|PWY-922|Isopentenyl Diphosphate Biosynthesis|Isopentenyl-Diphosphate-Biosynthesis|1.0|1.1428572|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-922
tRNA charging|TRNA-CHARGING-PWY|||1.0|1.7142857|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TRNA-CHARGING-PWY
stearate biosynthesis III (fungi)|PWY3O-355|Stearate Biosynthesis|Stearate-Biosynthesis|1.0|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-355
allantoin degradation to ureidoglycolate I (urea producing)|PWY-5697|Allantoin Degradation|Allantoin-degradation|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5697
L-lysine biosynthesis IV|LYSINE-AMINOAD-PWY|L-lysine Biosynthesis|LYSINE-SYN|1.0|0.8888889|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LYSINE-AMINOAD-PWY
spermidine biosynthesis I|BSUBPOLYAMSYN-PWY|Spermidine Biosynthesis|Spermidine-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=BSUBPOLYAMSYN-PWY
pyrimidine nucleobases salvage I|PWY-7183|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7183
fatty acids biosynthesis (yeast)|PWY-5970|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5970
myo-inositol biosynthesis|PWY-2301|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2301
fatty acid biosynthesis initiation II|PWY-5966|||1.0|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5966
sulfate activation for sulfonation|PWY-5340|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5340
urea degradation I|PWY-5703|Urea Degradation|Urea-Degradation|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5703
NAD salvage pathway IV|PWY3O-4106|NAD Biosynthesis|NAD-SYN|1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-4106
trehalose biosynthesis I|TRESYN-PWY|Trehalose Biosynthesis|Trehalose-biosynthesis|1.0|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TRESYN-PWY
glycogen degradation II|PWY-5941|Glycogen Degradation|Glycogen-Degradation|1.0|1.1666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5941
lipoate biosynthesis and incorporation I|PWY0-501|Lipoate Biosynthesis|Lipoate-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-501
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis|PWY0-1587|||1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1587
protein N-glycosylation (eukaryotic, high mannose)|MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS|||1.0|1.1578947|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS
glutathione biosynthesis|GLUTATHIONESYN-PWY|||1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTATHIONESYN-PWY
lipoate biosynthesis and incorporation II|PWY0-1275|Lipoate Biosynthesis|Lipoate-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1275
fructose 2,6-bisphosphate biosynthesis|PWY66-423|||1.0|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-423
L-threonine biosynthesis|HOMOSER-THRESYN-PWY|L-threonine Biosynthesis|THREONINE-BIOSYNTHESIS|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSER-THRESYN-PWY
inosine-5'-phosphate biosynthesis II|PWY-6124|Inosine-5'-phosphate Biosynthesis|IMP-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6124
1,3-beta-D-glucan biosynthesis|PWY-6773|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6773
Ac/N-end rule pathway|PWY-7800|||1.0|1.4285715|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7800
